fixtureId,competitionTier,season,round,homeId,awayId,teamId,shirtNumber,playerName,event,time
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
,TIER_TWO,2019,,,,,,,,
