fixtureId,competitionTier,season,round,homeId,awayId,teamId,shirtNumber,playerName,event,time
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
,TIER_CUP,2018,,,,,,,,
